time,amplitude
0.0,0.42465644301849925
0.0010002000400080016,1.0868106186676996
0.002000400080016003,3.8179198867536903
0.0030006001200240046,5.083774290699559
0.004000800160032006,5.870537603689588
0.005001000200040008,7.807150317565725
0.006001200240048009,8.947286270645288
0.007001400280056011,8.61183152578408
0.008001600320064013,8.902234333523143
0.009001800360072015,9.052745908121121
0.010002000400080016,9.189071730957863
0.011002200440088018,9.16694198200688
0.012002400480096018,9.072912680315952
0.01300260052010402,7.497803423202507
0.014002800560112022,6.128163341480722
0.015003000600120024,5.528640667067366
0.016003200640128026,4.836252251091832
0.017003400680136026,2.707882609869219
0.01800360072014403,1.830910295610851
0.01900380076015203,0.05071097228984291
0.020004000800160033,-0.6987492479137352
0.021004200840168033,-2.716769033075721
0.022004400880176037,-3.011570586558302
0.023004600920184037,-4.895977816891195
0.024004800960192037,-5.314496618311426
0.02500500100020004,-4.822870056089093
0.02600520104020804,-5.692772719064311
0.027005401080216044,-4.610293037959517
0.028005601120224044,-5.586037018354796
0.029005801160232048,-5.109088419019005
0.030006001200240048,-3.6995282978952257
0.03100620124024805,-3.5095607907651005
0.03200640128025605,-1.696969183202026
0.033006601320264055,-0.5092563094103071
0.03400680136027205,-0.27757397436160125
0.035007001400280055,0.6705422615728293
0.03600720144028806,1.8522855082884504
0.03700740148029606,2.6265068449330697
0.03800760152030406,4.036059710695197
0.03900780156031206,4.015574605256939
0.040008001600320066,3.7163877649774184
0.04100820164032806,4.898676117826101
0.042008401680336066,4.588601615961332
0.04300860172034407,5.158205260401662
0.04400880176035207,4.156732805339538
0.04500900180036007,4.15842363795875
0.04600920184036807,3.5792532020234087
0.04700940188037608,2.030674730269813
0.048009601920384073,2.141394845902576
0.04900980196039208,0.37929784901190544
0.05001000200040008,0.6101031194837035
0.051010202040408084,-0.20759669926224966
0.05201040208041608,-0.43691953757736857
0.053010602120424084,-0.784761844849272
0.05401080216043209,-1.51002228590943
0.05501100220044009,-1.3171178697346533
0.05601120224044809,-2.8913043987477867
0.05701140228045609,-2.1174002352037617
0.058011602320464095,-2.1241602145968237
0.05901180236047209,-1.393646246784521
0.060012002400480095,-1.4556535480640185
0.0610122024404881,-0.2592232016900967
0.0620124024804961,-0.8474403002396538
0.0630126025205041,0.41674839944939085
0.0640128025605121,1.476213193730916
0.0650130026005201,2.0295624753060264
0.06601320264052811,2.582252690343627
0.06701340268053611,3.494431115507373
0.0680136027205441,4.276518340446679
0.0690138027605521,4.250806943840801
0.07001400280056011,5.849287711034032
0.07101420284056811,5.969666626107613
0.07201440288057612,5.369006989536827
0.07301460292058412,5.446214500779281
0.07401480296059212,5.725790941754083
0.07501500300060011,4.725779867285937
0.07601520304060812,4.017306114971618
0.07701540308061612,3.4443331228036973
0.07801560312062412,2.1508684123151243
0.07901580316063213,1.8124944373443075
0.08001600320064013,-0.050420952230441185
0.08101620324064814,-1.1761081968242932
0.08201640328065612,-0.5020804237055967
0.08301660332066413,-2.44377911720339
0.08401680336067213,-2.5064421472476672
0.08501700340068014,-3.0551473496167363
0.08601720344068814,-3.0310019872955176
0.08701740348069614,-4.778305183539642
0.08801760352070415,-4.8414449215784465
0.08901780356071214,-4.475387699776624
0.09001800360072014,-3.232718935170079
0.09101820364072814,-4.1189085450233875
0.09201840368073615,-3.631221002668087
0.09301860372074415,-2.5341387434204954
0.09401880376075215,-2.035190878905474
0.09501900380076016,-0.39062747866038217
0.09601920384076815,-0.752048768464694
0.09701940388077615,1.339765264179296
0.09801960392078415,1.43466018239567
0.09901980396079216,2.693644854822328
0.10002000400080016,3.7262442730044687
0.10102020404080816,4.669151466967812
0.10202040408081617,5.326577196400806
0.10302060412082417,5.197307660226086
0.10402080416083216,5.338821862148784
0.10502100420084017,4.558739881448327
0.10602120424084817,5.871575123016121
0.10702140428085617,5.056880819286096
0.10802160432086418,4.619958292941567
0.10902180436087218,3.6851992519104684
0.11002200440088018,2.6081850725173283
0.11102220444088817,1.6822398635207207
0.11202240448089618,0.5927879900531249
0.11302260452090418,-0.45914885863070054
0.11402280456091218,-0.8377403556191075
0.11502300460092019,-2.5977742846965293
0.11602320464092819,-3.7821351170607858
0.1170234046809362,-4.172498220314762
0.11802360472094418,-4.965924621294948
0.11902380476095219,-4.742964528842289
0.12002400480096019,-5.6676434476336075
0.1210242048409682,-6.872688388447523
0.1220244048809762,-5.884556396036597
0.1230246049209842,-5.560507752617269
0.1240248049609922,-5.42936743271006
0.1250250050010002,-5.5683525532880305
0.1260252050410082,-5.393141337144717
0.1270254050810162,-4.3117852905998735
0.1280256051210242,-2.4306928893261865
0.1290258051610322,-2.3482099326928756
0.1300260052010402,-1.7846949805424448
0.13102620524104822,-0.9749853314926458
0.13202640528105622,0.08008573799965213
0.13302660532106422,0.8163006160167183
0.13402680536107223,0.7103594976715378
0.13502700540108023,1.29358255915474
0.1360272054410882,1.604611034881884
0.1370274054810962,2.7287738042915297
0.1380276055211042,2.60512857931843
0.13902780556111222,2.30785072576923
0.14002800560112022,1.7863537190082517
0.14102820564112822,2.080495011508992
